model,context_length,position_ratio,repeat,correct,status,passkey,pred_digits,generated_text
Sigmoid,1024,0.1,15,0,ok,55554,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.1,16,0,ok,89835,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.1,17,0,ok,70855,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.1,18,0,ok,96207,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.1,19,0,ok,58658,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,0,0,ok,15029,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,1,0,ok,53255,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,2,0,ok,37561,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,3,0,ok,93545,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,4,0,ok,38977,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,5,0,ok,61290,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,6,0,ok,12528,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,7,0,ok,13839,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,8,0,ok,79946,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,9,0,ok,79486,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,10,0,ok,79880,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,11,0,ok,78492,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,12,0,ok,13852,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,13,0,ok,22436,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,14,0,ok,60971,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,15,0,ok,30042,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,16,0,ok,59444,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,17,0,ok,80739,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,18,0,ok,33443,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.3,19,0,ok,57322,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,0,0,ok,44713,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,1,0,ok,36658,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,2,0,ok,49612,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,3,0,ok,31183,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,4,0,ok,60590,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,5,0,ok,60418,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,6,0,ok,78190,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,7,0,ok,49568,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,8,0,ok,76113,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,9,0,ok,73349,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,10,0,ok,49288,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,11,0,ok,61833,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,12,0,ok,50418,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,13,0,ok,12377,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,14,0,ok,71386,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,15,0,ok,71144,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,16,0,ok,85857,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,17,0,ok,28953,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,18,0,ok,69684,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.5,19,0,ok,64559,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,0,0,ok,49125,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,1,0,ok,95543,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,2,0,ok,12433,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,3,0,ok,37381,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,4,0,ok,21504,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,5,0,ok,67693,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,6,0,ok,28297,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,7,0,ok,52748,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,8,0,ok,97585,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,9,0,ok,35925,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,10,0,ok,57347,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,11,0,ok,54409,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,12,0,ok,33813,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,13,0,ok,11031,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,14,0,ok,89954,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,15,0,ok,33111,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,16,0,ok,83596,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,17,0,ok,23288,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,18,0,ok,22358,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.7,19,0,ok,87988,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,0,0,ok,17830,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,1,0,ok,42075,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,2,0,ok,70488,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,3,0,ok,60076,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,4,0,ok,94662,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,5,0,ok,11001,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,6,0,ok,70888,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,7,0,ok,88788,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,8,0,ok,60666,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,9,0,ok,11871,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,10,0,ok,31973,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,11,0,ok,79480,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,12,0,ok,43308,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,13,0,ok,77767,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,14,0,ok,19997,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,15,0,ok,54896,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,16,0,ok,95750,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,17,0,ok,90068,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,18,0,ok,54844,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,1024,0.9,19,0,ok,70603,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,0,0,ok,67391,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,1,0,ok,19150,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,2,0,ok,99681,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,3,0,ok,95190,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,4,0,ok,95085,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,5,0,ok,34444,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,6,0,ok,34540,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,7,0,ok,12125,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,8,0,ok,55138,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,9,0,ok,19576,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,10,0,ok,73668,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,11,0,ok,17347,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,12,0,ok,81268,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,13,0,ok,63565,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,14,0,ok,23264,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,15,0,ok,22891,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,16,0,ok,70534,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,17,0,ok,75990,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,18,0,ok,88701,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.1,19,0,ok,45530,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,0,0,ok,10531,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,1,0,ok,57977,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,2,0,ok,86438,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,3,0,ok,79944,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,4,0,ok,48508,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,5,0,ok,29534,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,6,0,ok,94840,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,7,0,ok,31775,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,8,0,ok,64501,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,9,0,ok,54746,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,10,0,ok,25492,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,11,0,ok,23138,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,12,0,ok,71174,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,13,0,ok,21542,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,14,0,ok,85262,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,15,0,ok,28544,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,16,0,ok,19900,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,17,0,ok,78835,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,18,0,ok,50707,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.3,19,0,ok,96897,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,0,0,ok,57863,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,1,0,ok,78653,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,2,0,ok,76280,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,3,0,ok,75322,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,4,0,ok,16341,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,5,0,ok,62827,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,6,0,ok,24754,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,7,0,ok,88455,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,8,0,ok,42498,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,9,0,ok,95290,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,10,0,ok,44366,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,11,0,ok,94537,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,12,0,ok,79902,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,13,0,ok,49790,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,14,0,ok,96362,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,15,0,ok,21128,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,16,0,ok,86476,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,17,0,ok,72199,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,18,0,ok,57116,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.5,19,0,ok,62999,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,0,0,ok,44107,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,1,0,ok,67283,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,2,0,ok,43211,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,3,0,ok,79915,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,4,0,ok,33207,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,5,0,ok,38559,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,6,0,ok,21614,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,7,0,ok,71283,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,8,0,ok,27087,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,9,0,ok,23726,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,10,0,ok,34221,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,11,0,ok,53744,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,12,0,ok,10042,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,13,0,ok,96456,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,14,0,ok,49787,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,15,0,ok,92860,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,16,0,ok,82511,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,17,0,ok,30187,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,18,0,ok,28463,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.7,19,0,ok,27181,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,0,0,ok,38491,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,1,0,ok,43398,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,2,0,ok,69191,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,3,0,ok,76541,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,4,0,ok,23243,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,5,0,ok,61753,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,6,0,ok,62519,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,7,0,ok,46091,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,8,0,ok,74237,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,9,0,ok,70955,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,10,0,ok,25926,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,11,0,ok,40025,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,12,0,ok,33491,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,13,0,ok,86436,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,14,0,ok,27231,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,15,0,ok,46769,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,16,0,ok,73670,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,17,0,ok,50513,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,18,0,ok,39572,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,2048,0.9,19,0,ok,23021,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.1,0,0,ok,93831,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,1,0,ok,77153,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,2,0,ok,39786,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,3,0,ok,46015,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,4,0,ok,17014,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,5,0,ok,24519,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,6,0,ok,76380,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,7,0,ok,38363,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,8,0,ok,20290,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,9,0,ok,49017,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,10,0,ok,44205,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,11,0,ok,71441,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,12,0,ok,58160,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,13,0,ok,53775,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,14,0,ok,39608,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,15,0,ok,28911,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,16,0,ok,97302,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,17,0,ok,30919,,"In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,18,0,ok,72032,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.1,19,0,ok,61606,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.3,0,0,ok,79771,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,1,0,ok,66210,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,2,0,ok,95365,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,3,0,ok,77973,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,4,0,ok,69987,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,5,0,ok,12489,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,6,0,ok,67872,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,7,0,ok,58264,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,8,0,ok,40238,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,9,0,ok,32571,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,10,0,ok,48722,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,11,0,ok,28495,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,12,0,ok,34357,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,13,0,ok,35794,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,14,0,ok,10738,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,15,0,ok,43118,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,16,0,ok,15237,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,17,0,ok,99862,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.3,18,0,ok,37050,," In the vast expanse of the universe, several works carefully evaluate long-context"
Sigmoid,4096,0.3,19,0,ok,31385,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,0,0,ok,10560,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,1,0,ok,49527,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,2,0,ok,74427,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,3,0,ok,85315,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,4,0,ok,18110,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,5,0,ok,79464,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,6,0,ok,16300,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,7,0,ok,81701,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,8,0,ok,23457,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,9,0,ok,77853,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,10,0,ok,43956,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,11,0,ok,19781,,"In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,12,0,ok,88049,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,13,0,ok,13995,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,14,0,ok,22818,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,15,0,ok,63522,," In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,16,0,ok,51760,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,17,0,ok,53691,,"In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.5,18,0,ok,48301,,"In the vast expanse of the universe, several works closely monitor long-context"
Sigmoid,4096,0.5,19,0,ok,34485,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,0,0,ok,62439,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,1,0,ok,21799,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,2,0,ok,89696,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,3,0,ok,27647,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,4,0,ok,20844,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,5,0,ok,59575,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,6,0,ok,88502,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,7,0,ok,98943,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,8,0,ok,45782,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,9,0,ok,81304,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,10,0,ok,71954,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,11,0,ok,68815,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,12,0,ok,47318,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,13,0,ok,65873,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,14,0,ok,42794,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,15,0,ok,63391,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,16,0,ok,18841,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,17,0,ok,47029,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,18,0,ok,85430,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.7,19,0,ok,23325,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,0,0,ok,24907,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,1,0,ok,71105,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,2,0,ok,27848,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,3,0,ok,41386,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,4,0,ok,28643,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,5,0,ok,28965,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,6,0,ok,33911,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,7,0,ok,87485,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,8,0,ok,43594,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,9,0,ok,88431,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,10,0,ok,90816,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,11,0,ok,14211,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,12,0,ok,18268,," In the vast expanse of the universe, several works carefully monitor long-context"
Sigmoid,4096,0.9,13,0,ok,51222,," In the vast expanse of the universe, several works carefully monitor long-context"
