model,context_length,position_ratio,repeat,correct,status,passkey,pred_digits,generated_text
Anchored-20,2048,0.3,0,0,ok,47364,,nd ontic paron: 
Anchored-20,2048,0.3,1,0,ok,76715,,nd ontic paron: 
Anchored-20,2048,0.3,2,0,ok,66264,,nd ontic paron: 
Anchored-20,2048,0.3,3,0,ok,58091,,nd ontic paron: 
Anchored-20,2048,0.3,4,0,ok,67450,,nd ontic paron: 
Anchored-20,2048,0.3,5,0,ok,87375,,nd ontic paron: 
Anchored-20,2048,0.3,6,0,ok,97804,,nd ontic paron: 
Anchored-20,2048,0.3,7,0,ok,66672,,nd ontic paron: 
Anchored-20,2048,0.3,8,0,ok,85292,,nd ontic paron: 
Anchored-20,2048,0.3,9,0,ok,61893,,nd ontic paron: 
Anchored-20,2048,0.5,0,0,ok,40501,,nd ontic paron: 
Anchored-20,2048,0.5,1,0,ok,42090,,nd ontic paron: 
Anchored-20,2048,0.5,2,0,ok,12845,,nd ontic paron: 
Anchored-20,2048,0.5,3,0,ok,66662,,nd ontic paron: 
Anchored-20,2048,0.5,4,0,ok,51513,,nd ontic paron: 
Anchored-20,2048,0.5,5,0,ok,52583,,nd ontic paron: 
Anchored-20,2048,0.5,6,0,ok,92066,,nd ontic paron: 
Anchored-20,2048,0.5,7,0,ok,63453,,nd ontic paron: 
Anchored-20,2048,0.5,8,0,ok,78188,,nd ontic paron: 
Anchored-20,2048,0.5,9,0,ok,55303,,nd ontic paron: 
Anchored-20,2048,0.7,0,0,ok,13266,,kentific prose f
Anchored-20,2048,0.7,1,0,ok,18751,,kentific prose f
Anchored-20,2048,0.7,2,0,ok,63937,,kentific prose f
Anchored-20,2048,0.7,3,0,ok,41737,,kentific prose f
Anchored-20,2048,0.7,4,0,ok,16333,,kentific prose f
Anchored-20,2048,0.7,5,0,ok,76636,,kentific prose f
Anchored-20,2048,0.7,6,0,ok,56986,,kentific prose f
Anchored-20,2048,0.7,7,0,ok,43744,,kentific prose f
Anchored-20,2048,0.7,8,0,ok,44304,,kentific prose f
Anchored-20,2048,0.7,9,0,ok,82974,,kentific prose f
Anchored-20,2048,0.9,0,0,ok,88163,,kentific prose f
Anchored-20,2048,0.9,1,0,ok,37016,,kentific prose f
Anchored-20,2048,0.9,2,0,ok,59524,,kentific prose f
Anchored-20,2048,0.9,3,0,ok,13049,,kentific prose f
Anchored-20,2048,0.9,4,0,ok,25070,,kentific prose f
Anchored-20,2048,0.9,5,0,ok,24377,,kentific prose f
Anchored-20,2048,0.9,6,0,ok,65682,,kentific prose f
Anchored-20,2048,0.9,7,0,ok,77637,,kentific prose f
Anchored-20,2048,0.9,8,0,ok,11682,,kentific prose f
Anchored-20,2048,0.9,9,0,ok,28098,,kentific prose f
Anchored-20,4096,0.1,0,0,ok,95564,,nd long-context 
Anchored-20,4096,0.1,1,0,ok,34592,,nd long-context 
Anchored-20,4096,0.1,2,0,ok,93194,,nd long-context 
Anchored-20,4096,0.1,3,0,ok,56796,,nd long-context 
Anchored-20,4096,0.1,4,0,ok,12366,,nd long-context 
Anchored-20,4096,0.1,5,0,ok,93506,,nd long-context 
Anchored-20,4096,0.1,6,0,ok,62150,,nd long-context 
Anchored-20,4096,0.1,7,0,ok,67204,,nd long-context 
Anchored-20,4096,0.1,8,0,ok,61451,,nd long-context 
Anchored-20,4096,0.1,9,0,ok,97189,,nd long-context 
Anchored-20,4096,0.3,0,0,ok,89362,,nd onticuch paro
Anchored-20,4096,0.3,1,0,ok,83761,,nd onticuch paro
Anchored-20,4096,0.3,2,0,ok,30901,,nd onticuch paro
Anchored-20,4096,0.3,3,0,ok,36027,,nd onticuch paro
Anchored-20,4096,0.3,4,0,ok,26077,,nd onticuch paro
Anchored-20,4096,0.3,5,0,ok,27700,,nd onticuch paro
Anchored-20,4096,0.3,6,0,ok,68066,,nd onticuch paro
Anchored-20,4096,0.3,7,0,ok,83886,,nd onticuch paro
Anchored-20,4096,0.3,8,0,ok,21099,,nd onticuch paro
Anchored-20,4096,0.3,9,0,ok,70267,,nd onticuch paro
Anchored-20,4096,0.5,0,0,ok,55644,,nd oning. This s
Anchored-20,4096,0.5,1,0,ok,68072,,nd oning. This s
Anchored-20,4096,0.5,2,0,ok,26846,,nd oning. This s
Anchored-20,4096,0.5,3,0,ok,46910,,nd oning. This s
Anchored-20,4096,0.5,4,0,ok,76235,,nd oning. This s
Anchored-20,4096,0.5,5,0,ok,65446,,nd oning. This s
Anchored-20,4096,0.5,6,0,ok,15775,,nd oning. This s
Anchored-20,4096,0.5,7,0,ok,55155,,nd oning. This s
Anchored-20,4096,0.5,8,0,ok,36055,,nd oning. This s
Anchored-20,4096,0.5,9,0,ok,49453,,nd oning. This s
Anchored-20,4096,0.7,0,0,ok,81237,,nd oning. The re
Anchored-20,4096,0.7,1,0,ok,34425,,nd oning. The re
Anchored-20,4096,0.7,2,0,ok,50884,,nd oning. The re
Anchored-20,4096,0.7,3,0,ok,46630,,nd oning. The re
Anchored-20,4096,0.7,4,0,ok,31401,,nd oning. The re
Anchored-20,4096,0.7,5,0,ok,28568,,nd oning. The re
Anchored-20,4096,0.7,6,0,ok,72495,,nd oning. The re
Anchored-20,4096,0.7,7,0,ok,67383,,nd oning. The re
Anchored-20,4096,0.7,8,0,ok,34749,,nd oning. The re
Anchored-20,4096,0.7,9,0,ok,39565,,nd oning. The re
Anchored-20,4096,0.9,0,0,ok,12345,,nthe ic paragrap
Anchored-20,4096,0.9,1,0,ok,94476,,nthe ic paragrap
Anchored-20,4096,0.9,2,0,ok,98235,,nthe ic paragrap
Anchored-20,4096,0.9,3,0,ok,80217,,nthe ic paragrap
Anchored-20,4096,0.9,4,0,ok,60159,,nthe ic paragrap
Anchored-20,4096,0.9,5,0,ok,73161,,nthe ic paragrap
Anchored-20,4096,0.9,6,0,ok,99684,,nthe ic paragrap
Anchored-20,4096,0.9,7,0,ok,34659,,nthe ic paragrap
Anchored-20,4096,0.9,8,0,ok,91184,,nthe ic paragrap
Anchored-20,4096,0.9,9,0,ok,70256,,nthe ic paragrap
Anchored-20,8192,0.1,0,0,ok,90356,,kentific prose f
Anchored-20,8192,0.1,1,0,ok,36079,,kentific prose f
Anchored-20,8192,0.1,2,0,ok,71285,,kentific prose f
Anchored-20,8192,0.1,3,0,ok,45520,,kentific prose f
Anchored-20,8192,0.1,4,0,ok,36720,,kentific prose f
Anchored-20,8192,0.1,5,0,ok,53729,,kentific prose f
Anchored-20,8192,0.1,6,0,ok,92311,,kentific prose f
Anchored-20,8192,0.1,7,0,ok,55777,,kentific prose f
Anchored-20,8192,0.1,8,0,ok,35535,,kentific prose f
Anchored-20,8192,0.1,9,0,ok,46432,,kentific prose f
Anchored-20,8192,0.3,0,0,ok,32120,,kentific prose f
Anchored-20,8192,0.3,1,0,ok,30024,,kentific prose f
Anchored-20,8192,0.3,2,0,ok,43260,,kentific prose f
Anchored-20,8192,0.3,3,0,ok,73476,,kentific prose f
Anchored-20,8192,0.3,4,0,ok,93467,,kentific prose f
Anchored-20,8192,0.3,5,0,ok,31667,,kentific prose f
Anchored-20,8192,0.3,6,0,ok,32591,,kentific prose f
Anchored-20,8192,0.3,7,0,ok,28083,,kentific prose f
Anchored-20,8192,0.3,8,0,ok,89081,,kentific prose f
Anchored-20,8192,0.3,9,0,ok,43210,,kentific prose f
Anchored-20,8192,0.5,0,0,ok,87711,,kentific prose f
Anchored-20,8192,0.5,1,0,ok,61055,,kentific prose f
Anchored-20,8192,0.5,2,0,ok,25865,,kentific prose f
Anchored-20,8192,0.5,3,0,ok,10435,,kentific prose f
Anchored-20,8192,0.5,4,0,ok,58352,,kentific prose f
Anchored-20,8192,0.5,5,0,ok,79005,,kentific prose f
Anchored-20,8192,0.5,6,0,ok,88157,,kentific prose f
Anchored-20,8192,0.5,7,0,ok,68163,,kentific prose f
Anchored-20,8192,0.5,8,0,ok,63934,,kentific prose f
Anchored-20,8192,0.5,9,0,ok,24887,,kentific prose f
Anchored-20,8192,0.7,0,0,ok,82095,,kentific prose f
Anchored-20,8192,0.7,1,0,ok,57540,,kentific prose f
Anchored-20,8192,0.7,2,0,ok,47874,,kentific prose f
Anchored-20,8192,0.7,3,0,ok,13645,,kentific prose f
Anchored-20,8192,0.7,4,0,ok,39784,,kentific prose f
Anchored-20,8192,0.7,5,0,ok,86589,,kentific prose f
Anchored-20,8192,0.7,6,0,ok,77580,,kentific prose f
Anchored-20,8192,0.7,7,0,ok,15189,,kentific prose f
Anchored-20,8192,0.7,8,0,ok,28345,,kentific prose f
Anchored-20,8192,0.7,9,0,ok,67023,,kentific prose f
Anchored-20,8192,0.9,0,0,ok,49696,,kentific prose f
Anchored-20,8192,0.9,1,0,ok,56434,,kentific prose f
Anchored-20,8192,0.9,2,0,ok,80344,,kentific prose f
Anchored-20,8192,0.9,3,0,ok,12564,,kentific prose f
Anchored-20,8192,0.9,4,0,ok,43878,,kentific prose f
Anchored-20,8192,0.9,5,0,ok,50845,,kentific prose f
Anchored-20,8192,0.9,6,0,ok,10223,,kentific prose f
Anchored-20,8192,0.9,7,0,ok,29965,,kentific prose f
Anchored-20,8192,0.9,8,0,ok,86097,,kentific prose f
Anchored-20,8192,0.9,9,0,ok,21369,,kentific prose f
