method,context_length,position_ratio,repeat,correct,status,pred_digits,passkey,generated_text
Sigmoid(Formula),4096,0.5,7,0,ok,1,82420, the  The 1 gun  The
Sigmoid(Formula),4096,0.5,8,0,ok,1,29410, the  The 1 gun  The
Sigmoid(Formula),4096,0.5,9,0,ok,1,66333, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,0,0,ok,1,26704, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,1,0,ok,1,15482, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,2,0,ok,1,50404, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,3,0,ok,1,57795, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,4,0,ok,1,15229, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,5,0,ok,1,56898, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,6,0,ok,1,37535, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,7,0,ok,1,99399, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,8,0,ok,1,42706, the  The 1 gun  The
Sigmoid(Formula),4096,0.7,9,0,ok,1,97416, the  The 1 gun  The
Sigmoid(Formula),4096,0.9,0,0,ok,,23473, the  The is the gun  The
Sigmoid(Formula),4096,0.9,1,0,ok,,56357, the  The is the gun  The
Sigmoid(Formula),4096,0.9,2,0,ok,,83385, the  The is the gun  The
Sigmoid(Formula),4096,0.9,3,0,ok,,63264, the  The is the gun  The
Sigmoid(Formula),4096,0.9,4,0,ok,,91351, the  The is the gun  The
Sigmoid(Formula),4096,0.9,5,0,ok,,30257, the  The is the gun  The
Sigmoid(Formula),4096,0.9,6,0,ok,,41029, the  The is the gun  The
Sigmoid(Formula),4096,0.9,7,0,ok,,31299, the  The is the gun  The
Sigmoid(Formula),4096,0.9,8,0,ok,,33206, the  The is the gun  The
Sigmoid(Formula),4096,0.9,9,0,ok,,64040, the  The is the gun  The
Sigmoid(Formula),8192,0.1,0,0,ok,1201,13248, the 1 the  the 201
Sigmoid(Formula),8192,0.1,1,0,ok,1201,33509, the 1 the  the 201
Sigmoid(Formula),8192,0.1,2,0,ok,1201,53540, the 1 the  the 201
Sigmoid(Formula),8192,0.1,3,0,ok,1201,63964, the 1 the  the 201
Sigmoid(Formula),8192,0.1,4,0,ok,1201,97806, the 1 the  the 201
Sigmoid(Formula),8192,0.1,5,0,ok,1201,42527, the 1 the  the 201
Sigmoid(Formula),8192,0.1,6,0,ok,1201,44970, the 1 the  the 201
Sigmoid(Formula),8192,0.1,7,0,ok,1201,30866, the 1 the  the 201
Sigmoid(Formula),8192,0.1,8,0,ok,1201,24168, the 1 the  the 201
Sigmoid(Formula),8192,0.1,9,0,ok,1201,60140, the 1 the  the 201
Sigmoid(Formula),8192,0.3,0,0,ok,201,15075, the 201 theÂ the  the
Sigmoid(Formula),8192,0.3,1,0,ok,201,71694, the 201 theÂ the  the
Sigmoid(Formula),8192,0.3,2,0,ok,201,39154, the 201 theÂ the  the
Sigmoid(Formula),8192,0.3,3,0,ok,201201,36158, the 201 the  the 201
Sigmoid(Formula),8192,0.3,4,0,ok,201201,70332, the 201 the  the 201
Sigmoid(Formula),8192,0.3,5,0,ok,201201,55830, the 201 the  the 201
Sigmoid(Formula),8192,0.3,6,0,ok,201201,50001, the 201 the  the 201
Sigmoid(Formula),8192,0.3,7,0,ok,201201,39831, the 201 the  the 201
Sigmoid(Formula),8192,0.3,8,0,ok,201,39219, the 201 theÂ the  the
Sigmoid(Formula),8192,0.3,9,0,ok,201201,13101, the 201 the  the 201
Sigmoid(Formula),8192,0.5,0,0,ok,201201,96511, the 201 the  the 201
Sigmoid(Formula),8192,0.5,1,0,ok,201201,35313, the 201 the  the 201
Sigmoid(Formula),8192,0.5,2,0,ok,201201,62227, the 201 the  the 201
Sigmoid(Formula),8192,0.5,3,0,ok,201201,53025, the 201 the  the 201
Sigmoid(Formula),8192,0.5,4,0,ok,201201,46517, the 201 the  the 201
Sigmoid(Formula),8192,0.5,5,0,ok,201201,19099, the 201 the  the 201
Sigmoid(Formula),8192,0.5,6,0,ok,201201,46585, the 201 the  the 201
Sigmoid(Formula),8192,0.5,7,0,ok,201201,56025, the 201 the  the 201
Sigmoid(Formula),8192,0.5,8,0,ok,201201,94080, the 201 the  the 201
Sigmoid(Formula),8192,0.5,9,0,ok,201201,76768, the 201 the  the 201
Sigmoid(Formula),8192,0.7,0,0,ok,2012,62386, the 201 2 is the 
Sigmoid(Formula),8192,0.7,1,0,ok,2012,99065, the 201 2 is the 
Sigmoid(Formula),8192,0.7,2,0,ok,2012,80282, the 201 2 is the 
Sigmoid(Formula),8192,0.7,3,0,ok,2012,53404, the 201 2 is the 
Sigmoid(Formula),8192,0.7,4,0,ok,2012,13617, the 201 2 is the 
Sigmoid(Formula),8192,0.7,5,0,ok,2012,25118, the 201 2 is the 
Sigmoid(Formula),8192,0.7,6,0,ok,2012,44237, the 201 2 is the 
Sigmoid(Formula),8192,0.7,7,0,ok,2012,33405, the 201 2 is the 
Sigmoid(Formula),8192,0.7,8,0,ok,2012,86099, the 201 2 is the 
Sigmoid(Formula),8192,0.7,9,0,ok,2012,44795, the 201 2 is the 
Sigmoid(Formula),8192,0.9,0,0,ok,0,15014, the 0 theÂ the  the
Sigmoid(Formula),8192,0.9,1,0,ok,0201,24208, the 0 the  the 201
Sigmoid(Formula),8192,0.9,2,0,ok,0201,88193, the 0 the  the 201
Sigmoid(Formula),8192,0.9,3,0,ok,0,66959, the 0 theÂ the  the
Sigmoid(Formula),8192,0.9,4,0,ok,0,55309, the 0 theÂ the  the
Sigmoid(Formula),8192,0.9,5,0,ok,0,51114, the 0 theÂ the  the
Sigmoid(Formula),8192,0.9,6,0,ok,0201,67199, the 0 the  the 201
Sigmoid(Formula),8192,0.9,7,0,ok,0201,89457, the 0 the  the 201
Sigmoid(Formula),8192,0.9,8,0,ok,0,77033, the 0 theÂ the  the
Sigmoid(Formula),8192,0.9,9,0,ok,0,25157, the 0 theÂ the  the
Sigmoid(Formula),16384,0.1,0,0,ok,0201,60488,   The 0 201 
Sigmoid(Formula),16384,0.1,1,0,ok,0201,85574,   The 0 201 
Sigmoid(Formula),16384,0.1,2,0,ok,00201,34914,  0 0 201 
Sigmoid(Formula),16384,0.1,3,0,ok,0201,43386,   The 0 201 
Sigmoid(Formula),16384,0.1,4,0,ok,00201,15817,  0 0 201 
Sigmoid(Formula),16384,0.1,5,0,ok,00201,67154,  0 0 201 
Sigmoid(Formula),16384,0.1,6,0,ok,0201,10221,   The 0 201 
Sigmoid(Formula),16384,0.1,7,0,ok,00201,78146,  0 0 201 
Sigmoid(Formula),16384,0.1,8,0,ok,0201,80575,   The 0 201 
Sigmoid(Formula),16384,0.1,9,0,ok,0201,97900,   The 0 201 
Sigmoid(Formula),16384,0.3,0,0,ok,0201201,35825,  0 201 201 
Sigmoid(Formula),16384,0.3,1,0,ok,0201201,57739,  0 201 201 
Sigmoid(Formula),16384,0.3,2,0,ok,0201201,66531,  0 201 201 
Sigmoid(Formula),16384,0.3,3,0,ok,0201201,19171,  0 201 201 
Sigmoid(Formula),16384,0.3,4,0,ok,0201201,97062,  0 201 201 
Sigmoid(Formula),16384,0.3,5,0,ok,0201201,53279,  0 201 201 
Sigmoid(Formula),16384,0.3,6,0,ok,0201201,91678,  0 201 201 
Sigmoid(Formula),16384,0.3,7,0,ok,0201201,51145,  0 201 201 
Sigmoid(Formula),16384,0.3,8,0,ok,0201201,96951,  0 201 201 
Sigmoid(Formula),16384,0.3,9,0,ok,0201201,26334,  0 201 201 
Sigmoid(Formula),16384,0.5,0,0,ok,201201,49363,  201  The 201 
Sigmoid(Formula),16384,0.5,1,0,ok,201201,76469,  201  The 201 
Sigmoid(Formula),16384,0.5,2,0,ok,201201,50538,  201  The 201 
Sigmoid(Formula),16384,0.5,3,0,ok,201201,97410,  201  The 201 
Sigmoid(Formula),16384,0.5,4,0,ok,201201,63528,  201  The 201 
Sigmoid(Formula),16384,0.5,5,0,ok,201201,52753,  201  The 201 
Sigmoid(Formula),16384,0.5,6,0,ok,201201,62743,  201  The 201 
Sigmoid(Formula),16384,0.5,7,0,ok,201201,48752,  201  The 201 
Sigmoid(Formula),16384,0.5,8,0,ok,201201,82667,  201  The 201 
Sigmoid(Formula),16384,0.5,9,0,ok,201201,26683,  201  The 201 
Sigmoid(Formula),16384,0.7,0,0,ok,201201201,35144, the 201 201 201 
Sigmoid(Formula),16384,0.7,1,0,ok,201201201,65108, the 201 201 201 
Sigmoid(Formula),16384,0.7,2,0,ok,201201201,97153, the 201 201 201 
Sigmoid(Formula),16384,0.7,3,0,ok,201201201,59695, the 201 201 201 
Sigmoid(Formula),16384,0.7,4,0,ok,201201201,98777, the 201 201 201 
Sigmoid(Formula),16384,0.7,5,0,ok,201201201,32810, the 201 201 201 
Sigmoid(Formula),16384,0.7,6,0,ok,201201201,90676, the 201 201 201 
Sigmoid(Formula),16384,0.7,7,0,ok,201201201,84593, the 201 201 201 
Sigmoid(Formula),16384,0.7,8,0,ok,201201201,49446, the 201 201 201 
Sigmoid(Formula),16384,0.7,9,0,ok,201201201,63225, the 201 201 201 
Sigmoid(Formula),16384,0.9,0,0,ok,0201201,81819, the 0 201 201 
Sigmoid(Formula),16384,0.9,1,0,ok,0201201,10053, the 0 201 201 
Sigmoid(Formula),16384,0.9,2,0,ok,0201201,49829, the 0 201 201 
Sigmoid(Formula),16384,0.9,3,0,ok,0201201,47606, the 0 201 201 
Sigmoid(Formula),16384,0.9,4,0,ok,0201201,37549, the 0 201 201 
Sigmoid(Formula),16384,0.9,5,0,ok,0201201,66346, the 0 201 201 
Sigmoid(Formula),16384,0.9,6,0,ok,0201201,86019, the 0 201 201 
Sigmoid(Formula),16384,0.9,7,0,ok,0201201,89516, the 0 201 201 
Sigmoid(Formula),16384,0.9,8,0,ok,0201201,95813, the 0 201 201 
Sigmoid(Formula),16384,0.9,9,0,ok,0201201,52237, the 0 201 201 
Sigmoid(Formula),32768,0.1,0,0,ok,201,70946,    201theThe the
Sigmoid(Formula),32768,0.1,1,0,ok,201,67905,    201theThe the
Sigmoid(Formula),32768,0.1,2,0,ok,201,67954,    201theThe the
Sigmoid(Formula),32768,0.1,3,0,ok,201,98555,    201theThe the
Sigmoid(Formula),32768,0.1,4,0,ok,201,38010,    201theThe the
Sigmoid(Formula),32768,0.1,5,0,ok,201,77000,    201theThe the
Sigmoid(Formula),32768,0.1,6,0,ok,201,72021,    201theThe the
Sigmoid(Formula),32768,0.1,7,0,ok,201,32241,    201theThe the
Sigmoid(Formula),32768,0.1,8,0,ok,201,96356,    201theThe the
Sigmoid(Formula),32768,0.1,9,0,ok,201,21114,    201theThe the
Sigmoid(Formula),32768,0.3,0,0,ok,201,47196,  201The the   
Sigmoid(Formula),32768,0.3,1,0,ok,201,77561,  201The the   
Sigmoid(Formula),32768,0.3,2,0,ok,201,97012,  201The the   
Sigmoid(Formula),32768,0.3,3,0,ok,201,92960,  201The the   
Sigmoid(Formula),32768,0.3,4,0,ok,201,91167,  201The the   
Sigmoid(Formula),32768,0.3,5,0,ok,201,53933,  201The the   
Sigmoid(Formula),32768,0.3,6,0,ok,201,22240,  201The the   
Sigmoid(Formula),32768,0.3,7,0,ok,201,40784,  201The the   
Sigmoid(Formula),32768,0.3,8,0,ok,201,98184,  201The the   
Sigmoid(Formula),32768,0.3,9,0,ok,201,50687,  201The the   
Sigmoid(Formula),32768,0.5,0,0,ok,201,39444,  201The the   
Sigmoid(Formula),32768,0.5,1,0,ok,201,36100,  201The the   
Sigmoid(Formula),32768,0.5,2,0,ok,201,29313,  201The the   
Sigmoid(Formula),32768,0.5,3,0,ok,201,13201,  201The the   
Sigmoid(Formula),32768,0.5,4,0,ok,201,16057,  201The the   
Sigmoid(Formula),32768,0.5,5,0,ok,201,42092,  201The the   
Sigmoid(Formula),32768,0.5,6,0,ok,201,72277,  201The the   
Sigmoid(Formula),32768,0.5,7,0,ok,201,90120,  201The the   
Sigmoid(Formula),32768,0.5,8,0,ok,201,19545,  201The the   
Sigmoid(Formula),32768,0.5,9,0,ok,201,69692,  201The the   
Sigmoid(Formula),32768,0.7,0,0,ok,,64321,  theThe the   
Sigmoid(Formula),32768,0.7,1,0,ok,201,92544,   201thetheTheThe
Sigmoid(Formula),32768,0.7,2,0,ok,201,85454,   201The the  
Sigmoid(Formula),32768,0.7,3,0,ok,201,35485,   201thetheTheThe
Sigmoid(Formula),32768,0.7,4,0,ok,201,60328,   201thetheTheThe
Sigmoid(Formula),32768,0.7,5,0,ok,201,74799,   201thetheTheThe
Sigmoid(Formula),32768,0.7,6,0,ok,201,62383,   201thetheTheThe
Sigmoid(Formula),32768,0.7,7,0,ok,,41979,  theThe the   
Sigmoid(Formula),32768,0.7,8,0,ok,201,29342,   201thetheTheThe
Sigmoid(Formula),32768,0.7,9,0,ok,201,95990,   201The the  
Sigmoid(Formula),32768,0.9,0,0,ok,201,10726,   201thethetheThe
Sigmoid(Formula),32768,0.9,1,0,ok,201,23970,   201thethetheThe
Sigmoid(Formula),32768,0.9,2,0,ok,201,65724,   201thethetheThe
Sigmoid(Formula),32768,0.9,3,0,ok,201,38683,   201thethetheThe
Sigmoid(Formula),32768,0.9,4,0,ok,201,33053,   201thethetheThe
Sigmoid(Formula),32768,0.9,5,0,ok,201,77889,   201thethetheThe
Sigmoid(Formula),32768,0.9,6,0,ok,201,70889,   201thethetheThe
Sigmoid(Formula),32768,0.9,7,0,ok,201,16582,   201thethetheThe
Sigmoid(Formula),32768,0.9,8,0,ok,201,83060,   201thethetheThe
Sigmoid(Formula),32768,0.9,9,0,ok,201,42662,   201thethetheThe
Sigmoid(Grid-Opt),4096,0.1,0,0,ok,,25906, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,1,0,ok,,69829, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,2,0,ok,,27477, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,3,0,ok,,70901, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,4,0,ok,,97500, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,5,0,ok,,79616, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,6,0,ok,,83259, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,7,0,ok,,88047, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,8,0,ok,,51588, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.1,9,0,ok,,68008, the  theÂThe is the is
Sigmoid(Grid-Opt),4096,0.3,0,0,ok,,90301, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,1,0,ok,,76162, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,2,0,ok,,65933, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,3,0,ok,,81810, the  theÂ the  the 
Sigmoid(Grid-Opt),4096,0.3,4,0,ok,,68446, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,5,0,ok,,30861, the  theÂ the  the 
Sigmoid(Grid-Opt),4096,0.3,6,0,ok,,72216, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,7,0,ok,,68991, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,8,0,ok,,43972, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.3,9,0,ok,,42406, the  theÂ the  the is
Sigmoid(Grid-Opt),4096,0.5,0,0,ok,,93579, the  theÂ the is the is
Sigmoid(Grid-Opt),4096,0.5,1,0,ok,,46347, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.5,2,0,ok,,78327, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.5,3,0,ok,,73517, the  theÂT is the is
Sigmoid(Grid-Opt),4096,0.5,4,0,ok,,92149, the  theÂ the is the is
Sigmoid(Grid-Opt),4096,0.5,5,0,ok,,41358, the  theÂ the is the is
Sigmoid(Grid-Opt),4096,0.5,6,0,ok,,45992, the  theÂ the is the is
Sigmoid(Grid-Opt),4096,0.5,7,0,ok,,67654, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.5,8,0,ok,,20155, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.5,9,0,ok,,47450, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,0,0,ok,,40735, (  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,1,0,ok,,45614, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,2,0,ok,,54020, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,3,0,ok,,51904, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,4,0,ok,,80798, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,5,0,ok,,20561, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,6,0,ok,,28136, (  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,7,0,ok,,29769, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,8,0,ok,,40311, the  the is the is the is
Sigmoid(Grid-Opt),4096,0.7,9,0,ok,,60205, (  the is the is the is
Sigmoid(Grid-Opt),4096,0.9,0,0,ok,,30028, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,1,0,ok,,38043, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,2,0,ok,,18418, (  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,3,0,ok,,64377, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,4,0,ok,,63424, (  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,5,0,ok,,53369, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,6,0,ok,,81121, (  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,7,0,ok,,71069, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,8,0,ok,,64496, the  the is the is the 
Sigmoid(Grid-Opt),4096,0.9,9,0,ok,,18161, the  the is the is the 
Sigmoid(Grid-Opt),8192,0.1,0,0,ok,0,37110,Â 0 the. is  the
Sigmoid(Grid-Opt),8192,0.1,1,0,ok,0,65069,Â 0 the. is.
Sigmoid(Grid-Opt),8192,0.1,2,0,ok,0,61049,Â 0 the. is  the
Sigmoid(Grid-Opt),8192,0.1,3,0,ok,0,86556,Â 0 the. is  the
Sigmoid(Grid-Opt),8192,0.1,4,0,ok,0,12560,Â 0 the. is  the
Sigmoid(Grid-Opt),8192,0.1,5,0,ok,0,85456, the 0 the. is.
Sigmoid(Grid-Opt),8192,0.1,6,0,ok,0,59857,Â 0 the. is.
Sigmoid(Grid-Opt),8192,0.1,7,0,ok,0,72518,Â 0 the. is.
Sigmoid(Grid-Opt),8192,0.1,8,0,ok,0,10772,Â 0 the. is  the
Sigmoid(Grid-Opt),8192,0.1,9,0,ok,0,56105,Â 0 the. is.
Sigmoid(Grid-Opt),8192,0.3,0,0,ok,00,49139, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,1,0,ok,00,61116, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,2,0,ok,00,64921, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,3,0,ok,00,80545, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,4,0,ok,00,81582, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,5,0,ok,00,89069, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,6,0,ok,00,38906, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,7,0,ok,00,73993, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,8,0,ok,00,38760, the 0 the. 0.
Sigmoid(Grid-Opt),8192,0.3,9,0,ok,00,45774, the 0 the. 0 to
Sigmoid(Grid-Opt),8192,0.5,0,0,ok,00,67125, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,1,0,ok,00,73654, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,2,0,ok,00,13804, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,3,0,ok,00,60968, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,4,0,ok,00,54057, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,5,0,ok,00,97670, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,6,0,ok,00,99016, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,7,0,ok,00,62994, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,8,0,ok,00,31632, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.5,9,0,ok,00,71261, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,0,0,ok,00,26728, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,1,0,ok,00,91560, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,2,0,ok,00,80008, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,3,0,ok,00,13534, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,4,0,ok,00,61645, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,5,0,ok,00,87580, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,6,0,ok,00,83975, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,7,0,ok,00,96900, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,8,0,ok,00,13552, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.7,9,0,ok,00,21003, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,0,0,ok,00,94246, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,1,0,ok,00,66179, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,2,0,ok,00,27786, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,3,0,ok,00,70515, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,4,0,ok,00,33819, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,5,0,ok,00,16590, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,6,0,ok,00,44099, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,7,0,ok,00,59689, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,8,0,ok,00,52906, the 0 the  the 0
Sigmoid(Grid-Opt),8192,0.9,9,0,ok,00,37742, the 0 the  the 0
Sigmoid(Grid-Opt),16384,0.1,0,0,ok,00,69598, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,1,0,ok,0,52840, the 0the the   
Sigmoid(Grid-Opt),16384,0.1,2,0,ok,00,54236, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,3,0,ok,00,59692, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,4,0,ok,00,46471, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,5,0,ok,00,65255, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,6,0,ok,00,43065, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,7,0,ok,0,20735, the 0the the   
Sigmoid(Grid-Opt),16384,0.1,8,0,ok,00,71644, the 0.  0 
Sigmoid(Grid-Opt),16384,0.1,9,0,ok,00,12540, the 0.  0 
Sigmoid(Grid-Opt),16384,0.3,0,0,ok,201,80702,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,1,0,ok,201,16826,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,2,0,ok,201,55870,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,3,0,ok,201,39389,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,4,0,ok,201,95215,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,5,0,ok,201,18993,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,6,0,ok,201,95426,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,7,0,ok,201,15276,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,8,0,ok,201,14067,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.3,9,0,ok,201,42411,  the 201 the is  the
Sigmoid(Grid-Opt),16384,0.5,0,0,ok,0201,36130,  0.  201 
Sigmoid(Grid-Opt),16384,0.5,1,0,ok,0201,12671,  0.  201 
Sigmoid(Grid-Opt),16384,0.5,2,0,ok,,91439,  the is the  Âthe
Sigmoid(Grid-Opt),16384,0.5,3,0,ok,0201,29973,  0.  201 
Sigmoid(Grid-Opt),16384,0.5,4,0,ok,0,41266,  0 the is the  
Sigmoid(Grid-Opt),16384,0.5,5,0,ok,0,26544,  0 the is the  
Sigmoid(Grid-Opt),16384,0.5,6,0,ok,0201,72070,  0.  201 
Sigmoid(Grid-Opt),16384,0.5,7,0,ok,0,97747,  0 the is the  
Sigmoid(Grid-Opt),16384,0.5,8,0,ok,0201,24993,  0.  201 
Sigmoid(Grid-Opt),16384,0.5,9,0,ok,0201,83920,  0.  201 
Sigmoid(Grid-Opt),16384,0.7,0,0,ok,,38569,ÂThe is the   the 
Sigmoid(Grid-Opt),16384,0.7,1,0,ok,201,70952,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.7,2,0,ok,,43586,ÂThe is the   the 
Sigmoid(Grid-Opt),16384,0.7,3,0,ok,201,58351,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.7,4,0,ok,201,31992,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.7,5,0,ok,201,89415,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.7,6,0,ok,,89593,ÂThe is the   the 
Sigmoid(Grid-Opt),16384,0.7,7,0,ok,,25012,ÂThe is the   the 
Sigmoid(Grid-Opt),16384,0.7,8,0,ok,201,31465,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.7,9,0,ok,201,50768,  the 201 the   the
Sigmoid(Grid-Opt),16384,0.9,0,0,ok,0,24168,  0 is the   the
Sigmoid(Grid-Opt),16384,0.9,1,0,ok,0201,85849,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,2,0,ok,0201,13365,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,3,0,ok,0201,50888,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,4,0,ok,0201,85470,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,5,0,ok,0,98781,  0 is the   the
Sigmoid(Grid-Opt),16384,0.9,6,0,ok,0201,59192,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,7,0,ok,0201,61990,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,8,0,ok,0201,35995,  0 is   201
Sigmoid(Grid-Opt),16384,0.9,9,0,ok,0201,19961,  0 is   201
Sigmoid(Grid-Opt),32768,0.1,0,0,ok,0201,87607,  0.   201
Sigmoid(Grid-Opt),32768,0.1,1,0,ok,0201,92213,  0.   201
Sigmoid(Grid-Opt),32768,0.1,2,0,ok,0201,41830,  0.   201
Sigmoid(Grid-Opt),32768,0.1,3,0,ok,0201,23356,  0.   201
Sigmoid(Grid-Opt),32768,0.1,4,0,ok,0201,49529,  0.   201
Sigmoid(Grid-Opt),32768,0.1,5,0,ok,0201,99687,  0.   201
Sigmoid(Grid-Opt),32768,0.1,6,0,ok,0201,88697,  0.   201
Sigmoid(Grid-Opt),32768,0.1,7,0,ok,0201,25866,  0.   201
Sigmoid(Grid-Opt),32768,0.1,8,0,ok,0201,84177,  0.   201
Sigmoid(Grid-Opt),32768,0.1,9,0,ok,0201,15383,  0.   201
Sigmoid(Grid-Opt),32768,0.3,0,0,ok,0201,55508,  0.   201
Sigmoid(Grid-Opt),32768,0.3,1,0,ok,0201,79827,  0.   201
Sigmoid(Grid-Opt),32768,0.3,2,0,ok,0201,66148,  0.   201
Sigmoid(Grid-Opt),32768,0.3,3,0,ok,0201,96706,  0.   201
Sigmoid(Grid-Opt),32768,0.3,4,0,ok,0201,58571,  0.   201
